id,YEAR,NI,STOPS,NETWORK,LABOREXP,STAFF,ELECEXP,KWH,TOTCOST,PE
36,93,13,8,5686,1381,17,84,591,2555,0.1525021
36,94,13,8,5686,1388,16,104,596,2501,0.1808255
36,95,13,8,5686,1338,16,99,609,2213,0.166901
36,96,13,8,7108,1245,14,85,593,2104,0.1444949
36,97,13,8,7108,1208,14,98,579,2179,0.1692573
37,85,13,120,374837,82316,1468,5087,52513,140736,0.1441537
37,86,13,120,374837,88683,1471,4100,53598,148985,0.1083504
37,87,13,120,374837,86588,1468,4376,55645,147238,0.110142
37,88,13,120,374837,90558,1491,4652,58223,152724,0.1097523
37,89,13,120,374837,98010,1524,5122,59131,162647,0.1159588
37,90,13,120,374837,112248,1546,6272,62965,182579,0.1278702
37,91,13,120,374837,122441,1590,6493,65199,200796,0.1195527
37,92,13,120,374837,129828,1636,6655,65849,214957,0.1133011
37,93,13,121,374837,132212,1641,7553,65085,212899,0.1245153
37,94,13,121,374837,132746,1594,6618,63900,217270,0.1073244
37,95,13,121,376997,128293,1536,7021,63650,207283,0.1132509
37,96,13,121,376997,125668,1484,7851,62193,203588,0.1272541
37,97,13,119,376997,124856,1447,6162,59133,204105,0.1042058
